,title,label
2136,"WRAPUP 3-China will defeat coronavirus, Xi tells Trump, as doctor's death sparks outcry",REAL
2137,China stocks post worst week in 9 months as virus toll rises,REAL
2138,China stocks set for worst week in 9 months amid virus fears,REAL
2139,WRAPUP 2-China's Xi tells Trump Beijing will defeat coronavirus as doctor's death sparks outcry,REAL
2140,PRECIOUS-Gold steady as shares retreat on fears of virus impact on growth,REAL
2141,UPDATE 1-Ericsson pulls out of major Barcelona conference over coronavirus,REAL
2142,UPDATE 2-Another 41 on cruise liner off Japan test positive for coronavirus,REAL
2143,UPDATE 3-Coronavirus cases on cruise liner off Japan jump to 61,REAL
2144,"UPDATE 3-Honda raises profit forecast, sticks to Wuhan plant schedule",REAL
2145,UPDATE 1-Another 41 on cruise liner off Japan test positive for coronavirus -govt,REAL
2146,"First On CNBC: CNBC Transcript: Vice President Mike Pence Speaks with CNBC's Wilfred Frost on CNBC's ""Squawk on the Street"" Today",REAL
2147,FACTBOX-Latest on the coronavirus spreading in China and beyond,REAL
2148,"COMMODITIES-Industrial goods, oil, gas get slammed as China coronavirus slashes demand",REAL
2149,"FOREX-Dollar up before payrolls, yuan slips on China virus woes",REAL
2150,"FOREX-Dollar holds firm before payrolls, virus fears undermine yuan",REAL
2151,"FOREX-Dollar on the up before payrolls, China virus remains a risk",REAL
2152,"UPDATE 1-Fed says risks to economy easing, but calls out coronavirus in report to Congress",REAL
2153,"Coronavirus expected to hit Chinese travel, global economy",REAL
2154,"EMERGING MARKETS-Latam FX slide, Brazil's real hits all-time low",REAL
2155,METALS-Copper falls as spread of coronavirus stokes demand worries,REAL
2156,Turkish clothes makers see orders shifting from coronavirus-hit China,REAL
2157,FOREX-Dollar climbs to four-month peak after robust U.S. jobs data,REAL
2158,EMERGING MARKETS-Stocks falter as coronavirus death toll mounts,REAL
2159,WRAPUP 1-Coronavirus kills 'hero' Chinese doctor who sounded alarm as toll passes 630,REAL
2160,From black swan to bubble: investors weigh coronavirus risks - Reuters,REAL
2161,RPT-China's coronavirus disrupts global container shipping trade,REAL
2162,Coronavirus adds to 'dangerous days' for Detroit automakers in China,REAL
2163,FACTBOX-Airlines suspend China flights due to coronavirus outbreak,REAL
2164,GRAINS-Soybeans consolidate as market assesses China outlook,REAL
2165,GRAINS-Soybeans up for fifth day,"* Soybeans set for weekly gain * Slowing Chinese purchases likely to add pressure on prices (Adds details, quote 3,4) SINGAPORE, Feb 7 (Reuters) - Chicago soybean futures rose for a fifth consecutive session on Friday, on course to snap three weekly losses, although slowing Chinese demand amid a coronavirus outbreak kept a lid on prices. Corn ticked up after two consecutive sessions of losses, while wheat was largely unchanged. ""Soybeans are caught between large South American crop and China,"" said Ole Houe, director of advisory services at brokerage IKON Commodities in Sydney. ""At the moment, the market is likely treading water to sliding backwards until China shows their hand with a bit of real buying."" The most-active soybean contract on the Chicago Board of Trade (CBOT) was up 0.3% at $8.84 a bushel, as of 0259 GMT. The contract has gained 1.3% so far this week after losing 7.8% in the last three weeks. Corn and wheat were little changed so far this week. U.S. export sales of soybeans to China fell to their lowest in nearly five months in the week ended Jan. 30, a weekly U.S. Agriculture Department report showed on Thursday, amid concerns that the coronavirus outbreak would dent demand from the world's top buyer. The export sales to China totalled just 31,523 tonnes in the week ended Jan. 30, according to the USDA report. That was the lowest since the week ended Sept. 5, 2019. China on Thursday said it would halve additional tariffs levied against 1,717 U.S. goods last year, following the signing of a Phase 1 deal that defused a bruising trade war between the world's two largest economies. While the announcement reciprocates the U.S. commitment under the deal, it is also seen by analysts as a move by Beijing to boost confidence amid the virus outbreak that has disrupted REALes and hit investor sentiment. Commodity funds were net sellers of CBOT corn, wheat and soyoil futures contracts on Thursday and net buyers of soybean and soymeal futures, traders said. (Reporting by Naveen Thukral, Editing by Sherry Jacob-Phillips)"
2166,Concerns coronavirus is going undetected in Indonesia | Global development | The Guardian,FAKE
2167,UPDATE 1-China state planner to increase food supplies to coronavirus-hit Hubei province,REAL
2168,UPDATE 1-Casino operator Melco drops Crown deal as coronavirus hits travel,REAL
2169,"UPDATE 2-Melco abandons Crown stake purchase, first major deal dropped due to coronavirus",REAL
2170,Canada Goose (GOOS) earnings Q3 2020,REAL
2171,Apple extends its store closures in China due to the coronavirus,REAL
2172,Facebook warns of hit to Oculus production from cornonavirus,REAL
2173,Watch: World Health Organization coronavirus press conference,REAL
2174,Watch: White House coronavirus task force holds briefing as WHO calls for funding,REAL
2175,Dozens tested for new coronavirus on cruise ship docked near New York City,REAL
2176,"UPDATE 1-World faces shortage of coronavirus protective equipment, says WHO",REAL
2177,Good jobs report can't overcome coronavirus fears — what to watch now,REAL
2178,Devs Create App in Response to Coronavirus - DZone Web Dev,FAKE
2179,Wall St Week Ahead-Consumer discretionary names could see bumpy ride,REAL
2180,"Honda raises profit forecast, sticks to Wuhan plant schedule - Reuters",REAL
2181,Turkish clothes makers see orders shifting from coronavirus-hit China - Reuters,REAL
2182,Myanmar watermelon farmers feel pinch as coronavirus hits China trade - Reuters,REAL
2183,Mexico sees bigger Chinese demand for its beef on coronavirus concerns - Reuters,REAL
2184,L'Oreal CEO says coronavirus will hamper sales in coming weeks - Reuters,REAL
2185,"RPT-UPDATE 2-Melco abandons Crown stake purchase, first major deal dropped due to coronavirus - Reuters",REAL
2186,Ericsson pulls out of MWC due to 'health and safety' concerns from coronavirus,FAKE
2187,The first Snapdragon 865 phone has been announced. But it's not a Samsung.,FAKE
2188,'Hero who told the truth': Chinese rage over coronavirus death of whistleblower doctor | World news | The Guardian,FAKE
2189,The Guardian view on tackling the new coronavirus: handle with care | Editorial | Opinion | The Guardian,FAKE
2190,FOREX-Dollar drops vs yen as virus fears outweigh strong U.S. jobs data,REAL
2191,Uber CEO Dara Khosrowshahi: Coronavirus 'not material' overall,REAL
2192,"It's not 'appropriate' to compare energy stocks to tobacco, Chevron CEO says",REAL
2193,Coronavirus: Natural gas prices falls to historic low amid outbreak,REAL
2194,"5 things to know before the stock market opens February 7, 2020",REAL
2195,UPDATE 2-Russia says it needs time to decide on oil output cuts,REAL
2196,UPDATE 1-Russia says it needs more time to decide on any OPEC oil output cut,REAL
2197,"Jim Cramer's 'Mad Money' recap & stock picks Feb. 6, 2020",REAL
2198,"Markets could see a turbulent week as investors watch coronavirus, economy and election",REAL
2199,WHO warns of global shortage of face masks and protective suits | World news | The Guardian,FAKE
2200,Chess: Dubai emerges as likely host for November world championship | Sport | The Guardian,FAKE
2201,"Coronavirus updates: Fed flags threat, cruise lines ban Chinese nationals",REAL
2202,Wuhan facing 'wartime conditions' as global coronavirus deaths reach 724 | World news | The Guardian,FAKE
2203,Universities deny plans to put international students in coronavirus quarantine | World news | The Guardian,FAKE
2204,"US briefing: Trump speech, whistleblower doctor dies and Iowa's caucus shambles | US news | The Guardian",FAKE
2205,Coronavirus economic impact: Australia could be among world's hardest hit nations | World news | The Guardian,FAKE
2206,Pangolins may have spread coronavirus to humans | World news | The Guardian,FAKE
2207,Burberry says impact of coronavirus worse than Hong Kong protests | Business | The Guardian,FAKE
2208,Hashtag censored after coronavirus whistleblower doctor's death,REAL
2209,"Frydenberg’s response to coronavirus ‘not good enough’, Queensland treasurer says | World news | The Guardian",FAKE
2210,China trials anti-HIV drug on coronavirus patients | World news | The Guardian,FAKE
2211,Foxconn makes masks for its iPhone workers amid coronavirus crisis | Technology | The Guardian,FAKE
2212,Euro zone getting ready to spend more to boost flagging economy -sources,REAL
2213,GLOBAL MARKETS-Rally in stocks runs out of steam as coronavirus toll climbs,REAL
2214,Coronavirus: Australians stranded in Wuhan after evacuation flight delayed | World news | The Guardian,FAKE
2215,Treasury yields slide even after strong January jobs report,REAL
2216,GenapSys Raises Up To $75M New Funding | FinSMEs,REAL
2217,4 passengers on a cruise ship docked near New York City are getting further evaluation for coronavirus - CNN,FAKE
2218,"Concerns mount about coronavirus spreading in hospitals, study suggests - CNN",FAKE
2219,Li Wenliang: How Chinese whistleblower doctor died twice in China's state media - CNN,FAKE
2220,Canada Goose warns that the coronavirus will hurt its sales - CNN,FAKE
2221,Russia Supports Deeper OPEC+ Output Cuts | OilPrice.com,REAL
2222,OPEC Is Ready To Rescue The Oil Market Again | OilPrice.com,REAL
2223,A Crisis Looms For Oil-Rich Gulf States | OilPrice.com,REAL
2224,Will OPEC+ Cut Again? And Does It Matter If They Do? | OilPrice.com,REAL
2225,The Investment Bank That's Still Bullish On Oil | OilPrice.com,REAL
2226,Are Oil Markets Overreacting To The Coronavirus? | OilPrice.com,REAL
2227,Oil Set For Fifth Consecutive Weekly Drop As Coronavirus Hits Demand | OilPrice.com,REAL
2228,Impact of Coronavirus On Energy Markets Hasn’t Been Dramatic | OilPrice.com,REAL
2229,Oil Rigs Hold Steady While Oil Prices Continue to Sink | OilPrice.com,REAL
2230,Oil Falls Again As OPEC+ Struggles To Strike A Deal | OilPrice.com,REAL
2231,Is Zero The Tesla Of Motorcycles? | OilPrice.com,REAL
2232,Toyota won't reopen China plants for at least another week amid coronavirus outbreak - CNN,FAKE
2233,How the White House changed its calculus on the coronavirus outbreak - CNNPolitics,FAKE
2234,Coronavirus fears lead to worldwide mask shortages - CNN,FAKE
2235,"How to design a hospital that's built in days, by someone who's done it before - CNN",FAKE
2236,Daily briefing: Scientist banned from journal for citation abuse,REAL
2237,Did pangolins spread the China coronavirus to people?,REAL
2238,Both Illinois coronavirus patients discharged from hospital  - CNN,FAKE
2239,North Korea and coronavirus: Why no cases? - CNN,FAKE
2240,Coronavirus travel ban: Why experts fear it could backfire - CNN,FAKE
2241,US coronavirus: Key takeaways on US infections this week - CNN,FAKE
2242,Going on a cruise? Here's how the coronavirus will change your trip - CNN,FAKE
2243,"Wuhan coronavirus: Whistleblower doctor dies as confirmed cases top 30,000 - CNN",FAKE
2244,Coronavirus: President Trump tweeted the virus could weaken as weather warms. Scientists say it's too early to know - CNN,FAKE
2245,Mick Mulvaney's job in doubt now that impeachment dust has settled - CNNPolitics,FAKE
2246,China's censors tried to control the narrative on a hero doctor's death. It backfired terribly - CNN,FAKE
2247,"Japan cruise ship coronavirus quarantine: Scared, angry passengers are trapped in Asia amid outbreak - CNN",FAKE
2248,Wynn stock drops after disclosing losses of up to $2.6 million a day over coronavirus outbreak - CNN,FAKE
2249,iPhone maker Foxconn tells Shenzhen staff not to return to work,FAKE
2250,Handshake bans to stop the coronavirus might be overkill in most places ,FAKE
2251,Ericsson pulls out of Mobile World Congress over coronavirus concerns,FAKE
2252,The straight line from Google Maps to Clearview AI,FAKE
2253,"The coronavirus could stick around, but the way we fight it will change if it does",FAKE
2254,Excessive fear of the Wuhan coronavirus can be dangerous (opinion) - CNN,FAKE
2255,How Microsoft became the market's indispensable stock once again,REAL
2256,Coronavirus effect on manufacturing could ripple through 2020 holidays,REAL
2257,WRAPUP 5-American dies of coronavirus in China,"ski resort@ (Writes through, adding French ski resort, Tesla, Foxconn) * U.S. embassy confirms death of 60-year-old American in Wuhan * Five British infected at ski resort in French Alps * China death toll passes 700, approaches global deaths from SARS * For more coverage of the outbreak: https://www.reuters.com/live-events/coronavirus-6-id2921484 BEIJING, Feb 8 (Reuters) - A 60-year-old American has died of the new coronavirus, the first confirmed non-Chinese death of the illness, U.S. officials said, as millions of Chinese began returning home after a Lunar New Year break that was extended to try to contain the outbreak. While the vast majority of cases have been in China, the virus has spread to some two dozen countries abroad, with the latest such cases including five British nationals infected in a French ski resort. The American man died on Thursday in Wuhan, epicentre of the virus outbreak in the central Chinese province of Hubei, a U.S. embassy spokesman said in Beijing on Saturday. ""We offer our sincerest condolences to the family on their loss,"" he told Reuters. ""Out of the respect for the family's privacy, we have no further comment."" A Japanese man in his sixties and hospitalised with pneumonia in Wuhan also died after suffering symptoms consistent with the new coronavirus, Japan's foreign ministry said. The death toll in mainland China rose to 722 on Saturday, according to authorities, and is poised to pass the 774 deaths recorded globally during the 2002-2003 outbreak of Severe Acute Respiratory Syndrome (SARS). Most of the deaths in China have occurred in and around Wuhan. Across mainland China, the number of cases stood at 31,774 as of Saturday. The virus has spread to 27 countries and regions, according to a Reuters count based on official reports, infecting more than 330 people. Two deaths have been reported outside of mainland China - in Hong Kong and the Philippines. Both victims were Chinese nationals. The latest patients include five British nationals staying in the same chalet at a ski resort in Haute-Savoie in southeastern France, health officials said, raising fears of further infections as British families head for the Alps during the school half-term holidays. The five had stayed in the same ski chalet with a person who had been in Singapore. They were not in a serious condition, the officials said. The Chinese economy will sputter towards normal on Monday, as millions return from the provinces to the big cities after the biggest holiday of the year. The holiday was extended, but many workplaces will remain closed and many white-collar workers will continue to work from home. U.S. electric carmaker Tesla's factory in Shanghai will resume production on Monday, a government official said on Saturday. Apple Inc said it was working to reopen its China corporate offices and call centres and was making preparations to reopen retail stores there. But Chinese authorities have blocked a plan by Apple supplier Foxconn to resume production from Feb. 10 over concerns about the spread of the virus, Japans Nikkei REAL daily reported on Saturday. The virus has been a blow to China's already-slowing economy, with Goldman Sachs cutting its first-quarter GDP growth target to 4% from 5.6% previously and saying a deeper hit is possible. ""It's certainly not going to be a return to normal next week,"" said Julian Evans-Pritchard, senior China economist at Capital Economics in Singapore. ""The longer this disruption continues the higher the risk it affects employment and the higher the risk of a much bigger hit on the economy,"" he said. 'HARD TO SAY HOW LETHAL' Health officials are still uncertain how deadly the illness is. ""It is hard to say how lethal this novel coronavirus infection is,"" Professor Allen Cheng, an infectious diseases expert at Monash University in Melbourne, told Reuters. ""While the crude mortality appears to be around 2%, there are likely to be many people who have been infected that haven't been tested ... We probably won't know the true case fatality for some time yet."" News of the death on Friday of Li Wenliang, a doctor who was reprimanded by police for raising the alarm about the new coronavirus, sparked outrage on Chinese social media and rekindled memories of how Beijing was slow to tell the world about the SARS outbreak. Beijing's communist leadership has sealed off cities, cancelled flights and closed factories to contain the epidemic, a response that has had ripple effects globally for financial markets and REALes dependent on the world's second-biggest economy. Chinese-ruled Hong Kong introduced a two-week quarantine on Saturday for all people arriving from the mainland, or who have been there during the previous 14 days. While China is bearing the brunt of the virus, anxiety is increasing across Asia, with Japan alarmed by the rising number of cases aboard a quarantined cruise ship, major foreign companies pulling out of an international air show in Singapore, and Thailand losing money as Chinese tourists stay home. Another three people on the cruise liner off Japan tested positive for coronavirus, bringing the total number of confirmed cases from the ship to 64, Japan's health ministry said. Royal Caribbean Cruises Ltd on Friday banned ""any guests holding Chinese, Hong Kong or Macau passports, regardless of when they were there last"" from boarding the company's ships. The World Health Organization warned on Friday warned against the ""unnecessary, unhelpful profiling of individuals based on ethnicity"". (Reporting by Ryan Woo, Colin Qian, Se Young Lee, Yan Zhang, Cheng Leng, Judy Hua and Lusha Zhang in Beijing; Brenda Goh, Samuel Shen, Yilei Sun in Shanghai and Marine Pennetier and Sarah White in Paris Writing by Stephen Coates and Nick Macfie Editing by Frances Kerry)"
2258,Tesla's stock just had one of the wildest weeks ever — here's what happened,REAL
2259,WRAPUP 9-American dies of coronavirus in China,"French Alps@ (Adds quote from WHO expert on cases in Hubei) * U.S. embassy confirms death of 60-year-old American in Wuhan * Five British nationals infected at French Alpine village * China death toll passes 700, approaches global deaths from SARS * For more coverage of the outbreak: https://www.reuters.com/live-events/coronavirus-6-id2921484 BEIJING, Feb 8 (Reuters) - A 60-year-old American has died of the new coronavirus, the first confirmed non-Chinese death of the illness, U.S. officials said, as millions of Chinese began returning home after a Lunar New Year break that was extended to try to contain the outbreak. While the vast majority of cases have been in China, the virus has spread to some two dozen countries abroad, including five British nationals infected in a French mountain resort. The American man died on Thursday in Wuhan, epicentre of the virus outbreak in the central Chinese province of Hubei, a U.S. embassy spokesman said in Beijing on Saturday. He did not elaborate. A Japanese man in his sixties and hospitalised with pneumonia in Wuhan, capital of Hubei, also died after suffering symptoms consistent with the new coronavirus, Japan's foreign ministry said. The virus has been a blow to China's already-slowing economy, with Goldman Sachs cutting its first-quarter GDP growth target to 4% from 5.6% previously and saying a deeper hit is possible. ""It's certainly not going to be a return to normal next week,"" said Julian Evans-Pritchard, senior China economist at Capital Economics in Singapore. The death toll in mainland China rose to 723 on Saturday, the World Health Organization (WHO) said, looking likely to pass the 774 deaths recorded globally during the 2002-2003 outbreak of Severe Acute Respiratory Syndrome (SARS). Most of the deaths in China have occurred in and around Wuhan. Across mainland China, the number of cases stood at 34,598, the WHO said. The virus has spread to 27 countries and regions, according to a Reuters count based on official reports, infecting more than 330 people. Two deaths have been reported outside mainland China - in Hong Kong and the Philippines. Both victims were Chinese nationals. WHO expert Mike Ryan told a news conference in Geneva that the number of new cases in Hubei had stabilised over the last four days, ""which may reflect the impact of control measures put in place"". Speaking later to Reuters he cautioned, however, that ""it's not a decline. That can just mean four days of relative calm before it accelerates."" The latest patients outside China include five British nationals staying in the same chalet at a ski village in Haute-Savoie in the Alps, French health officials said, raising fears of further infections at a busy period in the ski season. The five, including a child, had been lodged in the same chalet with a British man believed to have contracted the virus in Singapore. They were not in a serious condition, the officials said. France issued a new travel advisory for its citizens, saying it did not recommend travelling to China unless there was an ""imperative"" reason. Italy asked children travelling from China to stay away from school for two weeks voluntarily. 'STAY STRONG' Hidden among the statistics are poignant tales of grief and frustration. Canadian mother Amelia Pan is at home while her two-year-old daughter, Cerena, is running a fever and stranded in Hubei where her father has contracted the virus. ""I am just hanging in there,"" Pan said in a Skype interview. ""I need to stay strong so I can fight for my family."" China's Communist Party rulers have sealed off cities, cancelled flights and closed factories, a response that has dented the world's second-biggest economy and had ripple effects globally for financial markets and REALes dependent on China. China's economy will sputter towards normal on Monday, as millions return to the big cities after the biggest holiday of the year. The holiday was extended, but many workplaces will remain closed and many white-collar workers will continue to work from home. U.S. electric carmaker Tesla's factory in Shanghai will resume production on Monday, a government official said on Saturday. Apple Inc said it was working to reopen its China corporate offices and call centres and was making preparations to reopen retail stores there. But Chinese authorities have blocked a plan by Apple supplier Foxconn to resume production from Feb. 10 over concerns about the spread of the virus, Japans Nikkei REAL daily reported on Saturday. Volkswagen, facing supply chain disruptions, said it had postponed restarting production at most China plants in its joint venture with SAIC Motor and the Tianjin plant in its JV with FAW Group until Feb. 17. News of the death on Friday of Li Wenliang, a doctor who was reprimanded by police for raising the alarm about the new coronavirus, sparked outrage on Chinese social media. Chinese-ruled Hong Kong introduced a two-week quarantine on Saturday for all people arriving from the mainland, or who have been there during the previous 14 days. The Pentagon is shrinking the size of its delegation travelling to the Singapore Airshow 2020 and U.S. defence firms Lockheed Martin Corp and Raytheon Co said they would not attend. Singapore has 40 coronavirus infections. Another three people on a cruise liner off Japan tested positive for coronavirus, bringing the total number of confirmed cases from the ship to 64, Japan's health ministry said. Royal Caribbean Cruises Ltd on Friday banned ""any guests holding Chinese, Hong Kong or Macau passports, regardless of when they were there last"" from boarding the company's ships. The WHO warned on Friday against the ""unnecessary, unhelpful profiling of individuals based on ethnicity"". (Reporting by Ryan Woo, Colin Qian, Min Zhang, Se Young Lee, Yan Zhang, Cheng Leng, Judy Hua, Tom Daly and Lusha Zhang in Beijing; Brenda Goh, Samuel Shen, Yilei Sun in Shanghai, Marine Pennetier and Sarah White in Paris, Giselda Vagnoni in Rome, Stephanie Nebehay in Geneva Writing by Nick Macfie Editing by Frances Kerry)"
2260,WRAPUP 3-American dies of coronavirus in China as toll set to surpass SARS,REAL
2261,"WRAPUP 1-Death toll from new coronavirus set to surpass SARS, as China's fatalities above 700",REAL
2262,WRAPUP 4-American dies of coronavirus in China as toll set to surpass SARS,REAL
2263,"Coronavirus: China calls for reasonable use of gear, death toll rises",REAL
2264,"Coronavirus: Global death toll for virus soars past 800, exceeds SARS",REAL
2265,Lockheed Martin drops out of Singapore Airshow over coronavirus,REAL
2266,"Jim Cramer's 'Mad Money' recap & stock picks Feb. 7, 2020",REAL
2267,Brighton school in Coronavirus panic: Parents warned as student put in 'isolation' | UK | News | Express.co.uk,FAKE
2268,"American diagnosed with new coronavirus died in Wuhan, China",REAL
2269,Hunt for coronavirus carriers as trail leads from Singapore to UK and France | World news | The Guardian,FAKE
2270,Coronavirus: Brazil evacuates 34 nationals from Wuhan | World news | The Guardian,FAKE
2271,"Philippines coronavirus patient has recovered, authorities say | World news | The Guardian",FAKE
2272,"Emmanuel Macron, pilloried at home and abroad, is Europe’s best hope | Opinion | The Guardian",FAKE
2273,"If China valued free speech, there would be no coronavirus crisis | World news | The Guardian",FAKE
2274,Coronavirus: two deaths in Wuhan thought to be first of foreign nationals | World news | The Guardian,FAKE
2275,Biloela family wait in Christmas Island limbo as Wuhan evacuees see out quarantine | Australia news | The Guardian,FAKE
2276,Coronavirus: British nine-year-old in hospital in France | World news | The Guardian,FAKE
2277,Vitamin D deficiency symptoms: Finger stiffness is an early warning sign  | Express.co.uk,FAKE
2278,Majorca Coronavirus fears: Health chiefs try to calm British tourists over outbreak | Travel News | Travel | Express.co.uk,FAKE
2279,Man Utd transfer news: Dean Henderson’s stance on Old Trafford return amid demands | Football | Sport | Express.co.uk,FAKE
2280,Coronavirus: Russian media’s bizarre claim virus is US ‘bioweapon’ attacking China | World | News | Express.co.uk,FAKE
2281,Man Utd news: Odion Ighalo left behind from Spain training camp due to coronavirus fears | Football | Sport | Express.co.uk,FAKE
2282,"Canada confirms seventh case of new coronavirus, US citizen dies in Wuhan",REAL
2283,Man Utd manager Ole Gunnar Solskjaer wants at least one new striker | Football | Sport | Express.co.uk,FAKE
2284,Coronavirus latest: Plane carrying 200 Britons headed to UK from China  | UK | News | Express.co.uk,FAKE
2285,Coronavirus latest: Four cases of coronavirus confirmed in UK | Express.co.uk,FAKE
2286,Cruise: Coronavirus outbreak on Diamond Princess ship infects 20 more patients | Cruise | Travel | Express.co.uk,FAKE
2287,Fuel pump trick could save money and time at petrol stations by setting this simple limit  | Express.co.uk,FAKE
2288,Coronavirus latest: FIVE news coronavirus cases in France are British nationals | UK | News | Express.co.uk,FAKE
2289,OPEC+ Cuts Fail To Boost Oil Prices | OilPrice.com,REAL
2290,Superpowers Face Off For Space Supremacy | OilPrice.com,REAL
2291,5 Weird Ways To Generate Renewable Energy | OilPrice.com,REAL
2292,Wall Street analysts have never been this bearish on Tesla,REAL
2293,"Man Utd news: Ole Gunnar Solskjaer explains why Odion Ighalo can provide ‘big, big boost’ | Football | Sport | Express.co.uk",FAKE
2294,Man Utd news: Ole Gunnar Solskjaer explains Paul Pogba omission from Marbella trip | Football | Sport | Express.co.uk,FAKE
2295,Coronavirus: Scientist reveals date by which people could get vaccine to deadly virus | World | News | Express.co.uk,FAKE
2296,"Coronavirus, downed Iranian jet could lead to historic foreign policy wins for Trump",REAL
